Product ID,Description,price,Category
6305131074,Eurythmics: Sweet Dreams - Video Album,16.19,New Wave
6305131112,Wagner - Parsifal,47.69,Classical
6305131120,Stevie Nicks: Live At Red Rocks (Image),11.78,Album-Oriented Rock (AOR)
6305131147,The Who - Live at the Isle of Wight Festival 1970,14.79,Album-Oriented Rock (AOR)
6305134979,The Rolling Stones - Bridges to Babylon 1998 [VHS],8.64,Rock
6305159823,Mannheim Steamroller - Christmas Live,20.13,Christmas
6305165904,Unplugged [VHS],3.55,Album-Oriented Rock (AOR)
6305165971,Bon Jovi: Live from London,16.96,Rock
6305166005,U2 - Popmart [VHS],8.99,Post-Punk
630516603X,Lord of the Dance: Feet of Flames [VHS],5.8,Celtic New Age
6305180261,Guns N' Roses - Welcome to the Videos [VHS],14.81,Metal
6305186391,Out of the Blue: Live &amp; Discovery,11.78,Album-Oriented Rock (AOR)
630519081X,Backstreet Boys - A Night Out with the Backstreet Boys [VHS],1.89,Adult Contemporary
6305190879,N the Mix [VHS],19.0,Adult Contemporary
6305199310,Rainbow Bridge,13.98,Album-Oriented Rock (AOR)
6305205620,Cunning Stunts,52.5,Thrash & Speed Metal
6305210888,A Night With Lou Reed,14.99,Proto Punk
6305211973,The Jazz Channel Presents Keiko Matsui (BET on Jazz),19.97,Jazz
6305214808,Tori Amos: Complete Videos: 1991-1998 [VHS],4.25,Alternative Rock
6305216096,The 3 Tenors: Paris 1998,17.98,Classical
6305223378,Bjork - Live at Shepherd's Bush Empire [VHS],5.0,Alternative Rock
6305225818,King Crimson: Deja Vroom,25.88,Vocal Pop
6305243069,America - The Best of MusikLaden Live,7.5,Contemporary Folk
6305263167,Sultans of Swing - The Very Best of Dire Straits [VHS],18.99,Album-Oriented Rock (AOR)
6305268134,Steve Vai - Alien Love Secrets,15.78,Metal
6305268177,Bee Gees - One Night Only,2.99,Adult Contemporary
6305268908,VeggieTales - Very Silly Songs! [VHS],17.94,Children's Music
6305269076,Yes - Live in Philadelphia,14.18,Album-Oriented Rock (AOR)
6305297843,Sarah McLachlan: Video Collection 1989-1998,10.78,Alternative Rock
6305301808,Janet Jackson - The Velvet Rope Tour,5.69,Dance & Electronic
6305323526,Frank Sinatra - A Man and His Music,22.98,Easy Listening
6305323577,Frank Sinatra - Sinatra: The Main Event,14.26,Traditional Pop
6305323615,Madonna - Ciao Italia: Live from Italy,29.99,Dance & Electronic
630534275X,Depeche Mode: The Videos 86 - 98,35.0,Post-Punk
6305342784,Paul Simon: Graceland - The African Concert,9.0,Singer-Songwriters
6305342806,Rod Stewart - Storyteller 1984-1991,13.55,Vocal Pop
6305369127,Teletubbies - Favorite Things [VHS],14.85,Children's Music
6305394784,Paris Concert for Amnesty International,43.22,Rock
6305399034,They Might Be Giants - Direct from Brooklyn [VHS],9.32,Indie Rock
6305458162,Cheap Trick - Live in Australia,17.52,New Wave
6305458405,"Mozart - Le nozze di Figaro (The Marriage of Figaro) / Haitink, Finley, Hagley, Fleming, Glyndebourne Festival Opera [VHS]",11.91,Classical
6305459525,Madonna - The Immaculate Collection,4.99,Dance & Electronic
6305459576,Frank Sinatra - Ol' Blue Eyes Is Back,44.9,Traditional Pop
6305459592,Frank Sinatra - In Concert at Royal Festival Hall,17.56,Swing Jazz
6305459649,"Van Halen Live: Right Here, Right Now",17.98,Metal
6305473277,"Shostakovich - Lady Macbeth of Mtsensk / Rostropovich, Vishnevskaya, Gedda, London Philharmonic",17.99,Classical
6305485550,Newsboys Live: One Night in Pennsylvania [VHS],12.75,Christian
6305538433,Pat Benatar: Live in New Haven,19.89,Album-Oriented Rock (AOR)
6305603723,The Ricky Martin Video Collection,19.89,Latin Pop
6305603871,Black Sabbath - The Last Supper,11.98,Album-Oriented Rock (AOR)
6305603898,Donna Summer: VH1 Presents Live and More Encore!,10.99,Disco
6305609306,Georges Bizet - Carmen / Nuria Espert &middot; Zubin Mehta - M. Ewing &middot; L. Lima &middot; L. Vaduva - ROH Covent Garden,16.75,Classical
6305610444,Madonna - Video Collection 1993-99,18.75,Dance & Electronic
6305610460,Eric Clapton &amp; Friends in Concert: A Benefit for the Crossroads...,15.98,Album-Oriented Rock (AOR)
6305614350,Sarah Brightman - One Night in Eden,20.06,Adult Contemporary
6305624364,Bjork: All Is Full of Love,29.95,Alternative Rock
6305629846,Ladies and Gentlemen: The Best of George Michael,10.43,Adult Contemporary
6305633193,Metallica: Year and A Half Parts 1 &amp; 2,45.99,Thrash & Speed Metal
6305639426,"Puccini - La Boh&egrave;me / Baz Luhrmann, The Australian Opera",26.0,Opera & Classical Vocal
6305639744,"Previn - A Streetcar Named Desire / Previn, Fleming, Gilfry, San Francisco Opera",59.99,Classical
6305661650,Slipknot - Welcome to Our Neighborhood [VHS],0,Alternative Metal
6305668698,KISS - The Second Coming,11.98,Arena Rock
6305669201,My Favorite Broadway: The Leading Ladies,10.24,Musicals
630566921X,"Tchaikovsky - Pique Dame / Davis, Marusin, Gustafson, Palmer, London Philharmonic",32.45,Classical
6305669449,An Evening of Fourplay Vols. 1 and 2,9.99,Jazz
6305701318,"Vivaldi - Orlando furioso / Behr, Horne, Patterson, San Francisco Opera",23.98,Classical
6305701873,Sheryl Crow: Rockin' the Globe Live [VHS],14.23,Adult Alternative
6305715599,Big Money Hustlas: The Movie [VHS],19.99,Pop Rap
6305732620,Art Garfunkel - Across America [VHS],29.99,Adult Contemporary
6305739609,Robbie Williams - Angels,0,Britpop
6305747105,Christina Aguilera - Genie Gets Her Wish,13.58,Dance & Electronic
6305747172,Dave Matthews Band - Listener Supported,9.0,Adult Alternative
6305750467,Red Hot Chili Peppers: Funky Monks,7.98,Alternative Rock
6305755434,Sandra Bernhard - I'm Still Here...Damn It,13.47,Comedic Music
6305772649,Classic Albums: Steely Dan - Aja,9.08,Album-Oriented Rock (AOR)
6305772665,Classic Albums - U2: The Joshua Tree,6.0,Post-Punk
6305781427,Yanni - Live at the Acropolis,12.11,Meditation
6305785023,Evgeny Kissin: Gift of Music,13.98,Classical
6305805369,VH1 Divas Live 99,11.98,Vocal Pop
6305831327,Times Ain't Like They Used to Be - Early Rural &amp; Popular Music,17.98,Blues
6305835241,Pet Shop Boys - Somewhere,8.66,Dance & Electronic
6305835276,The Smiths - The Complete Picture,11.88,Indie Rock
6305835799,Blink 182: Urethra Chronicles,15.11,Punk-Pop
6305836655,Movin' with Nancy,11.28,Psychedelic Rock
6305836736,"Verdi - Nabucco / Carignani, Bruson, Flanigan, Teatro de San Carlo",29.69,Classical
6305836752,Manhattan Transfer - Vocalese Live 1986,12.32,Bebop
6305837074,Peter Frampton - Live in Detroit,11.18,Album-Oriented Rock (AOR)
6305837430,Wagner - Tannhauser,14.95,Symphonies
6305837996,Neil Young - Silver &amp; Gold,39.99,Album-Oriented Rock (AOR)
6305841446,Little Feat: Rockpalast Live,9.99,Vocal Pop
6305841810,Stephen Stills and Manassas: Live at Musikladen,39.99,Singer-Songwriters
6305846464,Steely Dan - Two Against Nature - DTS 5.1,8.91,Album-Oriented Rock (AOR)
6305847118,Gimme Some Truth - The Making of John Lennon's &quot;Imagine&quot;,11.81,Album-Oriented Rock (AOR)
6305869049,BET on Jazz: The Jazz Channel Presents Chaka Khan,13.48,Vocal Jazz
6305869189,The Jazz Channel Presents Jeffrey Osborne (BET on Jazz),15.78,Vocal Jazz
6305870810,One Love - The Bob Marley All-Star Tribute,16.02,Tributes
6305871116,Donizetti - Roberto Devereux,22.96,Classical
6305871418,Tina Turner - Rio '88,11.18,Adult Contemporary
6305898863,Deep Purple Live in Australia 1999 - Total Abandon,11.88,Arena Rock
6305907579,Feelin So Good [VHS],8.94,Dance & Electronic
6305908648,Deep Purple - In Concert With the London Symphony Orchestra,11.78,Arena Rock
6305910022,House of Yes - Live From The House of Blues [VHS],6.95,Album-Oriented Rock (AOR)
6305944539,James Brown: House of Blues,68.11,Soul
630594847X,Classic Albums - Bob Marley and the Wailers: Catch a Fire [VHS],6.04,Reggae
630597246X,Thomas &amp; Friends - Christmas Wonderland [VHS],24.88,Children's Music
630597554X,The Endless Summer Revisited,17.08,Soundtracks
6305979782,"Jazz Casual DVD (Count Basie, John Coltrane, Dizzy Gillespie)",129.99,Classic Big Band
7474006103,Everlasting Love,14.95,Christian
7799623519,The Wall,42.84,Classic Rock
7901622466,On Fire,11.33,Rock & Alternative
9087679017,Stardust in the Sand,41.79,Pop
B0000000DK,Circle Is Cast,8.99,Contemporary Folk
B0000000HB,Heat of the Sun,16.58,Jazz Fusion
B0000000I6,Ancient Dreams,29.77,Jazz
B0000000IG,Between Two Worlds,36.47,Jazz
B0000000IK,Out of Silence,15.79,Jazz
B0000000IQ,Rivers Gonna Rise,13.66,Jazz
B0000000J5,Miracle Mile: Original Soundtrack From The Hemdale Motion Picture,26.0,Ambient
B0000000J7,Golden Wire,28.95,Jazz Fusion
B0000000JE,Eldorado,29.99,Meditation
B0000000JI,Lily on the Beach,24.99,Krautrock
B0000000JS,Reflections of Passion,11.99,Jazz
B0000000JY,Heartbeats Accelerating,15.41,Contemporary Folk
B0000000K2,Pianissimo,11.98,Instrumental
B0000000K4,Passages,12.5,Classical
B0000000K8,Melrose,8.94,Krautrock
B0000000KE,Great Big Boy,9.99,Contemporary Folk
B0000000KI,Hunter,27.28,Adult Contemporary
B0000000KM,Indigo,36.47,Meditation
B0000000KO,Famous Blue Raincoat: The Songs of Leonard Cohen,8.99,Adult Contemporary
B0000000KQ,Celebration of Life,7.95,Classical
B0000000KU,Dare to Dream,8.95,Jazz
B0000000KW,Time Takes Time,39.95,Pop
B0000000L0,Brasil Project,28.27,Bebop
B0000000L4,The Private Music of Patrick O'Hearn,35.45,Meditation
B0000000L6,Private Music of Tangerine Dream,6.71,Krautrock
B0000000L8,In My Time,7.85,Jazz
B0000000LE,Dancing the Blues,11.95,Contemporary Blues
B0000000LG,Mystery Lady,9.99,Vocal Blues
B0000000LI,Yanni Live at the Acropolis,4.21,Meditation
B0000000LQ,Professional Dreamer,9.99,Traditional Vocal Pop
B0000000LS,Live From San Francisco,17.95,Vocal Blues
B0000000M6,Love's Been Rough on Me,17.35,Vocal Blues
B0000000MA,Standing in My Shoes,9.99,Contemporary Folk
B0000000MC,Here in My Heart,9.99,Traditional Vocal Pop
B0000000MF,Senor Blues,7.0,Acoustic Blues
B0000000MH,Devotion: Best of Yanni,9.99,Jazz
B0000000MJ,One Heart One Love,5.07,Blues
B0000000UE,Earthbeat,14.99,Jazz Fusion
B0000000UK,Earth: Voices of a Planet,19.95,Jazz Fusion
B0000000ZW,Changing Faces,23.64,Dance & Electronic
B000000100,Between a Rock &amp; A Hard Place,15.39,Blues
B00000010O,The Turnaround: Long Awaited Drama,0,Blues
B00000010Z,"All Day, All Night",13.15,Dance & Electronic
B000000112,Hardcore,7.71,Pop
B000000117,Bad Newz Travels Fast,0,Blues
B000000119,That's Them,13.98,Dance & Electronic
B00000011E,Adrenaline Rush,6.83,Pop
B00000011O,Not Tonight,7.98,Pop
B00000012H,Never Turn Your Back on a Friend,23.97,British Metal
B00000012J,Two Sides of the Chantays / Pipeline,13.87,Oldies
B00000012P,Concrete &amp; Clay,13.18,British Invasion
B00000012V,Proud Words on a Dusty Shelf,20.77,Metal
B00000012X,25 Years : 1968-1993,16.99,Blues
B00000012Y,If I Were Brittania I'd Waive The Rules,19.98,British Metal
B000000131,Ecstasy of Fumbling,11.18,British Metal
B000000132,Turn of the Cards,14.18,Pop
B000000137,Scorching Beauty,22.28,Psychedelic Rock
B000000138,Da Capo,15.84,Pop
B000000139,Reasons to Be Cheerful,11.99,British Punk
B00000013D,Psychedelic Underground,17.96,Krautrock
B00000013I,Camera Camera,13.34,New Wave
B00000013K,Too Late for the Hero,39.99,Arena Rock
B00000013L,Daltrey,12.34,Album-Oriented Rock (AOR)
B00000013M,Ride a Rock Horse,12.34,Album-Oriented Rock (AOR)
B00000013N,One of the Boys,12.14,Album-Oriented Rock (AOR)
B00000013S,A Whiter Shade of Pale,10.99,Psychedelic Rock
B00000013T,Home,42.0,Psychedelic Rock
B00000016K,Wheels Of Fire,16.19,Album-Oriented Rock (AOR)
B00000016M,Fresh Cream,9.49,Album-Oriented Rock (AOR)
B00000016N,The Doors,9.49,Proto Punk
B00000016P,Strange Days,9.49,Proto Punk
B00000016T,Cars,14.63,New Wave
B00000016V,L.A. Woman,11.99,Proto Punk
B00000016W,Pet Sounds,9.49,Classic Rock
B00000017A,Leon Russell,7.99,Album-Oriented Rock (AOR)
B00000017R,Jazz Samba,8.99,Bebop
B00000017Y,Endless Summer,11.49,Psychedelic Rock
B000000186,Straight Up,7.99,Album-Oriented Rock (AOR)
B000000187,Spirit Of America,49.99,Classic Rock
B00000018D,No Dice,7.99,Album-Oriented Rock (AOR)
B00000018H,Nick Of Time,5.0,Contemporary Blues
B00000018M,Love Is the Thing,7.24,Classic Vocalists
B00000018N,Aqualung,9.49,Album-Oriented Rock (AOR)
B00000018Z,24 Karat Hits,35.06,Oldies
B000000191,Very Thought of You,9.49,Classic Vocalists
B000000198,Golden Age of Underground Radio 1,0,Album-Oriented Rock (AOR)
B00000019B,The Greatest Hits,11.99,British Invasion
B00000019G,The Terminator: Original Soundtrack,7.99,Pop
B0000001A3,Music for a Bachelor's Den,12.91,Alternative Rock
B0000001AE,Raiders Of The Lost Ark (1981 Film),12.06,Pop
B0000001AK,"Music for a Bachelor's Den, Volume 5: The Best of the Arthur Lyman Group",10.24,Easy Listening
B0000001B2,The Turning,9.49,Alternative Rock
B0000001B7,Juice,8.94,Cowboy
B0000001B8,Sings for Two in Love,9.49,Classic Vocalists
B0000001BA,Harry,9.99,Contemporary Folk
B0000001BV,The Sounds of '66,8.99,Classic Vocalists
B0000001FF,Ball N' Chain,9.49,Electric Blues
B0000001FP,King Biscuit Time,16.98,Electric Blues
B0000001JB,America's Most Colorful Hillbilly Band,14.99,Bakersfield Sound
B0000001NM,The Complete Commodore Recordings,18.99,Traditional Blues
B0000001NN,The &quot;Kansas City&quot; Sessions,11.49,Blues
B0000001NO,Last Sessions: The Complete General Recordings,11.49,Traditional Blues
B0000001O4,Nuyorican Soul,9.49,House
B0000001O6,Chain Reaction,11.9,Jazz Fusion
B0000001O7,Those Southern Knights,10.0,Jazz Fusion
B0000001O8,The Fabulous Baker Boys: Original Motion Picture Soundtrack,8.52,Traditional Vocal Pop
B0000001OA,In The Digital Mood (Limited Edition) (Gold CD),15.7,Classic Big Band
B0000001OB,Gershwin Connection,27.49,Traditional Vocal Pop
B0000001OD,In Tribute,9.49,Traditional Vocal Pop
B0000001OF,The Firm: Original Motion Picture Soundtrack,14.72,Outlaw Country
B0000001P4,That Secret Place,13.98,Jazz
B0000001P6,Television,14.99,Piano Blues
B0000001P7,Pure Pleasure,13.94,Blues
B0000001PD,Four Corners,8.99,Bebop
B0000001PE,Southern Comfort,11.98,Jazz Fusion
B0000001PH,No Borders,8.99,Jazz Fusion
B0000001PI,Shelter Me,8.99,Adult Contemporary
B0000001PN,Mountain Dance,11.88,Smooth Jazz
B0000001PT,Harlequin,11.88,Smooth Jazz
B0000001PW,Elektric Band,12.5,Bebop
B0000001PX,Earth Run,13.98,Smooth Jazz
B0000001Q0,Light Years,9.49,Bebop
B0000001Q3,Diane Schuur &amp; Count Basie Orchestra,31.67,Traditional Vocal Pop
B0000001Q7,Eye of Beholder,9.49,Bebop
B0000001QE,Akoustic Band,13.25,Bebop
B0000001QG,Tourist in Paradise,14.54,Smooth Jazz
B0000001QJ,Collection,18.92,Traditional Vocal Pop
B0000001QN,Color Rit,13.98,Smooth Jazz
B0000001QO,Waiting for Spring,9.49,Smooth Jazz
B0000001QP,Happy Anniversary Charlie Brown,10.0,Children's Music
B0000001QQ,Kilimanjaro,8.91,Smooth Jazz
B0000001QS,Reunion,14.98,Bebop
B0000001QU,Love Is Gonna Getcha,9.49,Jazz
B0000001QV,Moonlighting,10.8,Smooth Jazz
B0000001QX,Fast Forward,8.99,Jazz Fusion
B0000001R1,Reference Point,8.91,Smooth Jazz
B0000001R4,Welcome to the St James Club,24.5,Smooth Jazz
B0000001R6,Master Plan,10.28,Bebop
B0000001RA,Dancing in the Sun,6.93,Smooth Jazz
B0000001RC,Pure Schuur,14.09,Traditional Vocal Pop
B0000001RD,Love &amp; Understanding,21.96,Smooth Jazz
B0000001RH,Healing the Wounds,14.99,Jazz Fusion
B0000001RI,Collection,11.98,Smooth Jazz
B0000001RK,Back on the Case,34.99,Today's Country
B0000001RM,Beneath the Mask,9.49,Bebop
B0000001RO,Curves Ahead,19.35,Smooth Jazz
B0000001RS,Joe Sample Collection,11.06,Bebop
B0000001S5,3 Wishes,3.13,Jazz Fusion
B0000001S9,Weekend in Monaco,23.95,Smooth Jazz
B0000001SC,Return Of The Brecker Brothers,14.98,Jazz Fusion
B0000001SJ,Like A River,12.95,Bebop
B0000001SN,Wes Bound,14.6,Smooth Jazz
B0000001SU,Dreams Beyond Control,9.49,Jazz Fusion
B0000001SY,Live in L.A.,19.1,Smooth Jazz
B0000001T0,Renegade Gentleman,9.49,Jazz Fusion
B0000001T9,Benoit/Freeman Project,8.99,Cool Jazz
B0000001TH,Run For Your Life,13.98,Bebop
B0000001TY,Sahara,8.99,Jazz Fusion
B0000001UN,Only Trust Your Heart,12.87,Cabaret
B0000001UP,Rites of Summer,33.26,Jazz Fusion
B0000001US,Urban Knights,8.99,Smooth Jazz
B0000001UU,Larry &amp; Lee,12.4,Smooth Jazz
B0000001UY,Ultimate Collection,12.85,Blues
B0000001V2,That's Right,8.99,Smooth Jazz
B0000001V7,The Beatles Tribute: An All-Star Jazz Celebration,14.98,Bebop
B0000001VD,"The Best of David Benoit, 1987-1995",9.29,Smooth Jazz
B0000001VE,Red Dust &amp; Spanish Lace,28.1,Smooth Jazz
B0000001VG,Brave New World,9.49,Jazz Fusion
B0000001VO,Heart of the Night,13.46,Jazz Fusion
B0000001W5,Two for the Road: Music of Henry Mancini,23.93,Classical
B0000001X2,Best of The Rippingtons,8.14,Smooth Jazz
B0000001XJ,Scratch,10.0,Bebop
B0000001XK,Free As the Wind,12.58,Jazz Fusion
B0000001XL,Touch,12.58,Bebop
B0000001XM,Parallel Realities,9.49,Avant Garde & Free Jazz
B0000001XT,...And No One Else Wanted To Play,8.99,Hardcore
B00000023A,Live at the Cellar Door,15.43,Bluegrass
B000000277,Lines &amp; Traces,33.99,Bluegrass
B0000002C1,More a Legend Than a Band,23.34,Alternative Rock
B0000002CH,Back Home in Sulphur Springs,15.47,Bluegrass
B0000002CW,J.D. Crowe &amp; The New South,15.94,Bluegrass
B0000002D4,Whiskey Before Breakfast,23.33,Bluegrass
B0000002DG,Tony Rice,14.45,Americana
B0000002DM,Manzanita,15.95,Bluegrass
B0000002FB,Backwaters,16.5,Bluegrass
B0000002FU,Cold on the Shoulder,33.58,Bluegrass
B0000002G4,David Grisman's Acoustic Christmas,10.88,Bluegrass
B0000002HZ,Too Late to Cry,15.48,Bluegrass
B0000002II,Native American,17.32,Bluegrass
B0000002IS,Drive,16.57,Bluegrass
B0000002J9,Two Highways,11.88,Bluegrass
B0000002JR,I've Got That Old Feeling,15.1,Bluegrass
B0000002KB,Every Time You Say Goodbye,11.12,Bluegrass
B0000002KZ,Everybodys Reaching Out for Someone,23.51,Bluegrass
B0000002LJ,I Know Who Holds Tomorrow,16.55,CDs & Vinyl
B0000002ME,Now That I've Found You: Collection,8.94,Bluegrass
B0000002MI,Beyond the City,14.79,Bluegrass
B0000002O5,So Long So Wrong,13.31,Bluegrass
B0000002O7,Aereo-Plain,11.49,Bluegrass
B0000002OE,Tony Rice Sings Gordon Lightfoot,11.88,Bluegrass
B0000002QA,Bluegrass Rules,13.7,Indie & Lo-Fi
B0000002QX,Dust Bowl Ballads,9.99,Traditional Folk
B0000002VF,New Orleans Piano Wizard: Live,15.57,Acoustic Blues
B0000002ZG,One-Dime Blues,14.75,Acoustic Blues
B00000030O,"Git It, Beau Jocque! : Recorded Live",16.55,Cajun & Zydeco
